"nature","sms"
1,"CDs 4u: Congratulations ur awarded �500 of CD gift vouchers or �125 gift guaranteed & Freeentry 2 �100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 "
0,"This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply..."
0,"Ok k..sry i knw 2 siva..tats y i askd.."
0,"Same to u..."
0,"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng."
0,"My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!"
0,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish."
1,"Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX �1.50"
0,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao..."
0,"I uploaded mine to Facebook"
0,"How come she can get it? Should b quite diff to guess rite..."
0,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u "
1,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send \go stop\"" to 89123"""
0,"Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-)"
0,"Sday only joined.so training we started today:)"
0,"Ok"
0,"So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!"
0,"That's one of the issues but california is okay. No snow so its manageable"
0,"K:)eng rocking in ashes:)"
0,"\CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X\"""""
0,"\Hey! do u fancy meetin me at 4 at cha �� hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x\"""""
0,"Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:("
0,"Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(."
0,"Nope. Since ayo travelled, he has forgotten his guy"
0,"JADE ITS PAUL. Y DIDN��T U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME"
0,"Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-)"
0,"Hey... Very inconvenient for your sis a not huh?"
0,"Talk to g and x about that"
0,"I keep seeing weird shit and bein all \woah\"" then realising it's actually reasonable and I'm all \""oh\"""""
1,"You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt"
1,"ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O �250 3 WANT �800"
0,"Not..tel software name.."
0,"I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly."
0,"Ya but it cant display internal subs so i gotta extract them"
0,"Did u got that persons story"
0,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come..."
0,"Why did I wake up on my own &gt;:("
0,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester"
0,"Or just do that 6times"
0,"O ic lol. Should play 9 doors sometime yo"
1,"Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL"
0,"Yup ok..."
0,"Well its not like you actually called someone a punto. That woulda been worse."
0,"K.k.this month kotees birthday know?"
0,"I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs"
1,"FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone"
0,"I said its okay. Sorry"
0,"Hi elaine, is today's meeting confirmed?"
0,"K will do, addie &amp; I are doing some art so I'll be here when you get home"
0,"Ok lor... Or u wan me go look 4 u?"
1,"December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 "
0,"Saw Guys and Dolls last night with Patrick Swayze it was great"
0,"These won't do. Have to move on to morphine"
0,"There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back."
0,"Ok which your another number"
0,"At WHAT TIME should i come tomorrow"
0,"Can you talk with me.."
0,"Yes i have. So that's why u texted. Pshew...missing you so much"
0,"When I was born, GOD said, \Oh No! Another IDIOT\"". When you were born"
0,"Ok... Take ur time n enjoy ur dinner..."
1,"URGENT! Your Mobile number has been awarded with a �2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm"
0,"Vikky, come around  &lt;TIME&gt; .."
0,"I'm in a meeting, call me later at"
0,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem."
0,"Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?"
0,"I liked your new house"
0,"Oh k. . I will come tomorrow"
0,"Well thats nice. Too bad i cant eat it"
0,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to"
0,"K..then come wenever u lik to come and also tel vikky to come by getting free time..:-)"
0,"Sorry da. I gone mad so many pending works what to do."
0,"Yeah just open chat and click friend lists. Then make the list. Easy as pie"
0,"Oh ho. Is this the first time u use these type of words"
0,"1 in cbe. 2 in chennai."
0,"Did u fix the teeth?if not do it asap.ok take care."
0,"Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling..."
0,"Whens your radio show?"
0,"Otherwise had part time job na-tuition.."
0,"Normally i use to drink more water daily:)"
0,"Armand says get your ass over to epsilon"
0,"I'm fine. Hope you are good. Do take care."
0,"For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections."
0,"I'll see if I can swing by in a bit, got some things to take care of here firsg"
0,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop"
0,"He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. �� got a lot of work ar?"
0,"ILL B DOWN SOON"
0,"Sorry i din lock my keypad."
0,"I dont know why she.s not getting your messages"
1,"This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com"
0,"You're gonna have to be way more specific than that"
0,"Oh yeah clearly it's my fault"
0,"Guai... �� shd haf seen him when he's naughty... �� so free today? Can go jogging..."
0,"Yup it's at paragon... I havent decided whether 2 cut yet... Hee..."
0,"Yeah so basically any time next week you can get away from your mom &amp; get up before 3"
0,"Still at west coast... Haiz... ��'ll take forever to come back..."
0,", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy"
0,"And he's apparently bffs with carly quick now"
0,"S but not able to sleep."
0,"Just looked it up and addie goes back Monday, sucks to be her"
0,"Where you. What happen"
0,"Dun need to use dial up juz open da browser n surf..."
0,"Jesus armand really is trying to tell everybody he can find"
0,"Hey they r not watching movie tonight so i'll prob b home early..."
1,"Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed �1000 cash or �5000 prize!"
1,"You can donate �2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. �2.50 will be added to your next bill"
0,"Rats. Hey did u ever vote for the next themes?"
0,"So how many days since then?"
0,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money."
0,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today."
0,"I like cheap! But i���m happy to splash out on the wine if it makes you feel better.."
0,"I think steyn surely get one wicket:)"
0,"Sorry * was at the grocers."
0,"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?"
0,"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad"
0,"\Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?\"""""
0,"It's wylie, you in tampa or sarasota?"
1,"URGENT! We are trying to contact U. Todays draw shows that you have won a �2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only"
0,"My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care"
0,"Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u..."
0,"either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you."
0,"U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?"
0,"Doing my masters. When will you buy a bb cos i have for sale and how's bf"
0,"I am late. I will be there at"
0,"I didnt get ur full msg..sometext is missing, send it again"
0,"When/where do I pick you up"
0,"Taka lor. Wat time u wan 2 come n look 4 us?"
0,"U repeat e instructions again. Wat's e road name of ur house?"
0,"Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it."
0,"I ask if u meeting da ge tmr nite..."
0,"�� called dad oredi..."
0,"I am on the way to tirupur."
0,"Just glad to be talking to you."
0,"I'm already back home so no probably not"
0,"Just sleeping..and surfing"
1,"U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm"
1,"URGENT! You have won a 1 week FREE membership in our �100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18"
0,"Sure, whenever you show the fuck up &gt;:("
1,"YOU VE WON! Your 4* Costa Del Sol Holiday or �5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost�1.50/pm, Max10mins"
0,"Oh you got many responsibilities."
1,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114"
0,"WOT STUDENT DISCOUNT CAN U GET ON BOOKS?"
0,"Wrong phone! This phone! I answer this one but assume the other is people i don't well"
1,"Latest News! Police station toilet stolen, cops have nothing to go on!"
0,"U attend ur driving lesson how many times a wk n which day?"
0,"So when do you wanna gym?"
0,"Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply."
0,"I'm in solihull, | do you want anything?"
0,"Yes fine "
0,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now."
0,"You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day."
0,"Well, i'm glad you didn't find it totally disagreeable ... Lol"
0,"Ok then u tell me wat time u coming later lor."
1,"SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!"
0,"Aight should I just plan to come up later tonight?"
1,"Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd"
0,"You didnt complete your gist oh."
0,"Nope, I'm still in the market"
0,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around"
0,"You call him and tell now infront of them. Call him now."
0,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
0,"Send me the new number"
0,"Sorry completely forgot * will pop em round this week if your still here?"
0,"I can't make it tonight"
0,"An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-)"
0,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting."
0,"Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)"
0,"Goodnight da thangam I really miss u dear."
0,"Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow"
0,"If i said anything wrong sorry de:-)"
1,"URGENT We are trying to contact you Last weekends draw shows u have won a �1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm"
0,"We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that"
0,"I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?"
0,"2 and half years i missed your friendship:-)"
0,"alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep..."
0,"HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!���_??�۬ud evening..."
0,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody."
0,"Anything lar then �_ not going home 4 dinner?"
1,"PRIVATE! Your 2003 Account Statement for 078"
0,"About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out."
0,"Yup... I havent been there before... You want to go for the yoga? I can call up to book "
0,"U GOIN OUT 2NITE?"
0,"It's ̩ only $140 ard...�� rest all ard $180 at least...Which is ̩ price 4 ̩ 2 bedrm ($900)"
0,"Thanks. Fills me with complete calm and reassurance! "
0,"By the way, 'rencontre' is to meet again. Mountains dont...."
0,"When you get free, call me"
0,"Try to do something dear. You read something for exams"
0,"Hey! Congrats 2u2. id luv 2 but ive had 2 go home!"
0,"Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ..."
0,"Its worse if if uses half way then stops. Its better for him to complete it."
0,"The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free"
0,"You should get more chicken broth if you want ramen unless there's some I don't know about"
1,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call"
0,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\"""""
0,"I think the other two still need to get cash but we can def be ready by 9"
0,"No, I was trying it all weekend ;V"
0,"Jus finish blowing my hair. U finish dinner already?"
0,"Hi.:)technical support.providing assistance to us customer through call and email:)"
0,"As in different styles?"
0,"Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! "
0,"Sorry for the delay. Yes masters"
0,"Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous"
1,"For your chance to WIN a FREE Bluetooth Headset then simply reply back with \ADP\"""""
0,"Ladies first and genus second k ."
0,"Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas"
0,"I'm really sorry I lit your hair on fire"
0,"�� go home liao? Ask dad to pick me up at 6..."
1,"dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?"
1,"Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!"
0,"No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you."
0,"I didnt get anything da"
0,"U coming back 4 dinner rite? Dad ask me so i re confirm wif u..."
0,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
0,"Yes its possible but dint try. Pls dont tell to any one k"
0,"This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age"
0,"Convey my regards to him"
0,"Sir, I need Velusamy sir's date of birth and company bank facilities details."
0,"Erutupalam thandiyachu"
0,"Haha, my friend tyler literally just asked if you could get him a dubsack"
0,"Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm."
0,"�� takin linear algebra today?"
0,"Re your call; You didn't see my facebook huh?"
0,"What about this one then."
0,"\Keep ur problems in ur heart"
0,"I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time"
0,"Have you seen who's back at Holby?!"
0,"Probably not, I'm almost out of gas and I get some cash tomorrow"
0,"Lol for real. She told my dad I have cancer"
0,"Hey, iouri gave me your number, I'm wylie, ryan's friend"
0,"I've got it down to a tea. not sure which flavour"
0,"Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :)"
0,"Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love"
0,"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x"
0,"* Was really good to see you the other day dudette, been missing you!"
0,"The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences..."
0,"Hey i've booked the 2 lessons on sun liao..."
0,"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK."
1,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service"
0,"K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1"
0,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*"
0,"Hmph. Go head, big baller."
0,"S:)8 min to go for lunch:)"
0,"G wants to know where the fuck you are"
0,"We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! "
0,"This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry."
0,"True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it."
0,"Pls help me tell Ashley that i cant find her number oh"
0,"Are u awake? Is there snow there?"
0,"What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not"
0,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?"
0,"I'm in town now so i'll jus take mrt down later."
1,"December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906"
0,"Now project pa. After that only i can come."
0,"Just come home. I don't want u to be miserable"
1,"2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out"
0,"How's ur paper?"
0,"Yar lor... How u noe? U used dat route too?"
0,"I was gonna ask you lol but i think its at 7"
0,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can"
1,"Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468"
0,"Ok cool. See ya then."
0,"If I die I want u to have all my stuffs."
0,"My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7"
1,"PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04"
0,"Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night"
0,"Of course. I guess god's just got me on hold right now."
0,"Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free"
0,"It is only yesterday true true."
0,"That's necessarily respectful"
0,"Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe."
0,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor..."
0,"We are okay. Going to sleep now. Later"
0,"No plans yet. What are you doing ?"
0,"Pls speak with me. I wont ask anything other then you friendship."
0,"Im just wondering what your doing right now?"
0,"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around"
0,"Dip's cell dead. So i m coming with him. U better respond else we shall come back."
0,"No probably  &lt;#&gt; %."
0,"Tell me something. Thats okay."
0,"Huh y lei..."
0,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
0,"A few people are at the game, I'm at the mall with iouri and kaila"
1,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or �10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+"
0,"Yup but it's not giving me problems now so mayb i'll jus leave it..."
1,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
1,"Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers"
0,"Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad..."
0,"Oh k. . I will come tomorrow"
0,"Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!"
0,"I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day"
0,"I re-met alex nichols from middle school and it turns out he's dealing!"
0,"I want to see your pretty pussy..."
1,"http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=true��C C Ringtone��"
0,"Not directly behind... Abt 4 rows behind �_..."
0,"happened here while you were adventuring"
1,"Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days."
0,"Big brother���s really scraped the barrel with this shower of social misfits"
0,"I am in hospital da. . I will return home in evening"
0,"I just cooked a rather nice salmon a la you"
0,"(You didn't hear it from me)"
0,"K. I will sent it again"
0,"Tell me again what your address is"
1,"PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04"
0,"Actually I decided I was too hungry so I haven't left yet :V"
0,"Prabha..i'm soryda..realy..frm heart i'm sory"
0,"I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon"
1,"YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a �150 prize. To collect is easy. Just call 09061743386 "
0,"Ok... Let u noe when i leave my house."
0,"Hmmm.still we dont have opener?"
0,"But we havent got da topic yet rite?"
0,"G says you never answer your texts, confirm/deny"
0,"Sorry da..today i wont come to play..i have driving clas.."
1,"A �400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a �400 reward. Just call 09066380611"
0,"Have you not finished work yet or something?"
0,"What type of stuff do you sing?"
0,"Do I? I thought I put it back in the box"
0,"Haha, just what I was thinkin"
0,"Anytime..."
0,"How much you got for cleaning"
1,"3. You have received your mobile content. Enjoy"
1,"Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468"
0,"aight we can pick some up, you open before tonight?"
0,"Me fine..absolutly fine"
0,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies"
0,"Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it."
0,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?"
0,"Sorry, I'll call later"
0,"I have to take exam with in march 3"
0,"Will do. Have a good day"
0,"Xy trying smth now. U eat already? We havent..."
1,"Todays Vodafone numbers ending with 4882 are selected to a receive a �350 award. If your number matches call 09064019014 to receive your �350 award."
0,"Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ..."
0,"You do your studies alone without anyones help. If you cant no need to study."
0,"HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx"
1,"Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B"
0,"Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate"
0,"What i mean was i left too early to check, cos i'm working a 9-6."
0,"I keep ten rs in my shelf:) buy two egg."
0,"If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; ."
0,"God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!"
0,"i want to grasp your pretty booty :)"
0,"HELLO PEACH! MY CAKE TASTS LUSH!"
0,"Reverse is cheating. That is not mathematics."
0,"I've reached sch already..."
0,"I'm wif him now buying tix lar..."
0,"\Hey j! r u feeling any better"
0,"What not under standing."
0,"Call me when you get the chance plz &lt;3"
0,"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in."
0,"I think that tantrum's finished so yeah I'll be by at some point"
0,"A guy who gets used but is too dumb to realize it."
0,"Ok i msg u b4 i leave my house."
1,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec �1.50ea. OTBox 731 LA1 7WS. )"
0,"Ugh my leg hurts. Musta overdid it on mon."
0,"Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link."
0,"That's cool he'll be here all night, lemme know when you're around"
0,"I sent them. Do you like?"
0,"K k:) sms chat with me."
0,"Please tell me you have some of that special stock you were talking about"
0,"And that's fine, I got enough bud to last most of the night at least"
0,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more"
0,"Gokila is talking with you aha:)"
0,"Wat time r �_ going to xin's hostel?"
0,"Do you hide anythiing or keeping distance from me"
0,"I'm going 2 orchard now laready me reaching soon. U reaching?"
0,"Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?"
0,"Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day."
0,"Aiya we discuss later lar... Pick �_ up at 4 is it?"
1,"Todays Voda numbers ending with 7634 are selected to receive a �350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply."
0,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)"
1,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins."
0,"Holy living christ what is taking you so long"
0,"Many more happy returns of the day. I wish you happy birthday."
0,"Gud gud..k, chikku tke care.. sleep well gud nyt"
0,"The new deus ex game comin early next yr"
0,"Sorry, I'll call later"
0,"Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx"
0,"You also didnt get na hi hi hi hi hi"
0,"\What are youdoing later? Sar xxx\"""""
0,"Will you come online today night"
0,"If you want to mapquest it or something look up \usf dogwood drive\"""
0,"Aiyo cos i sms �_ then �_ neva reply so i wait 4 �_ to reply lar. I tot �_ havent finish ur lab wat."
0,"This weekend is fine (an excuse not to do too much decorating)"
0,"My birthday is on feb  &lt;#&gt;  da. ."
0,"Wa... U so efficient... Gee... Thanx..."
1,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records"
